key,dataset,video_id,object_id,expression_id,description_type,expression,prompt_method,prompt,candidate_count,oracle_track_id,oracle_J,oracle_F,oracle_J_and_F,recall_at_0_3,recall_at_0_5,recall_at_0_7,candidate_metrics
long_rvos/41c5109249/1/1/qwen_concept,long_rvos,41c5109249,1,1,dynamic,The woman is pouring sauce on her hands and gives an orange slice to the woman next to her.,qwen_concept,woman,15,2,0.8602475199423056,0.8385981962098679,0.8494228580760868,1,1,1,"[{""track_id"":0,""confidence"":0.8048780560493469,""J"":0.04721690204156399,""F"":0.1090229837430134,""J_and_F"":0.0781199428922887},{""track_id"":1,""confidence"":0.7419355511665344,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":2,""confidence"":0.9179486632347107,""J"":0.8602475199423056,""F"":0.8385981962098679,""J_and_F"":0.8494228580760868},{""track_id"":4,""confidence"":0.7037037014961243,""J"":0.06251882429693933,""F"":0.06814712899526423,""J_and_F"":0.06533297664610178},{""track_id"":5,""confidence"":0.6995305418968201,""J"":0.06253381385867277,""F"":0.07086738058061129,""J_and_F"":0.06670059721964203},{""track_id"":6,""confidence"":0.6604774594306946,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":7,""confidence"":0.6995305418968201,""J"":0.015625,""F"":0.015625,""J_and_F"":0.015625},{""track_id"":8,""confidence"":0.6908212304115295,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":9,""confidence"":0.6640419960021973,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":10,""confidence"":0.7655677795410156,""J"":0.0625304292953166,""F"":0.06467136029711541,""J_and_F"":0.063600894796216},{""track_id"":11,""confidence"":0.6640419960021973,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":12,""confidence"":0.7575758099555969,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":13,""confidence"":0.7815700173377991,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":14,""confidence"":0.7064220309257507,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":15,""confidence"":0.8083832263946533,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625}]"
long_rvos/41c5109249/1/7/raw_expression,long_rvos,41c5109249,1,7,hybrid,A woman in a black top is pouring sauce on her hands and gives an orange slice to the woman next to her.,raw_expression,A woman in a black top is pouring sauce on her hands and gives an orange slice to the woman next to her.,0,,0.0,0.0,0.0,0,0,0,[]
long_rvos/41c5109249/1/7/concept,long_rvos,41c5109249,1,7,hybrid,A woman in a black top is pouring sauce on her hands and gives an orange slice to the woman next to her.,concept,woman,15,2,0.8602475199423056,0.8385981962098679,0.8494228580760868,1,1,1,"[{""track_id"":0,""confidence"":0.8048780560493469,""J"":0.04721690204156399,""F"":0.1090229837430134,""J_and_F"":0.0781199428922887},{""track_id"":1,""confidence"":0.7419355511665344,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":2,""confidence"":0.9179486632347107,""J"":0.8602475199423056,""F"":0.8385981962098679,""J_and_F"":0.8494228580760868},{""track_id"":4,""confidence"":0.7037037014961243,""J"":0.06251882429693933,""F"":0.06814712899526423,""J_and_F"":0.06533297664610178},{""track_id"":5,""confidence"":0.6995305418968201,""J"":0.06253381385867277,""F"":0.07086738058061129,""J_and_F"":0.06670059721964203},{""track_id"":6,""confidence"":0.6604774594306946,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":7,""confidence"":0.6995305418968201,""J"":0.015625,""F"":0.015625,""J_and_F"":0.015625},{""track_id"":8,""confidence"":0.6908212304115295,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":9,""confidence"":0.6640419960021973,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":10,""confidence"":0.7655677795410156,""J"":0.0625304292953166,""F"":0.06467136029711541,""J_and_F"":0.063600894796216},{""track_id"":11,""confidence"":0.6640419960021973,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":12,""confidence"":0.7575758099555969,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":13,""confidence"":0.7815700173377991,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":14,""confidence"":0.7064220309257507,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":15,""confidence"":0.8083832263946533,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625}]"
long_rvos/41c5109249/1/7/qwen_concept,long_rvos,41c5109249,1,7,hybrid,A woman in a black top is pouring sauce on her hands and gives an orange slice to the woman next to her.,qwen_concept,woman in a black top,3,1,0.5494851988728963,0.5405677059405315,0.5450264524067139,1,1,0,"[{""track_id"":0,""confidence"":0.7344398498535156,""J"":0.015625199209536558,""F"":0.017204612183466785,""J_and_F"":0.01641490569650167},{""track_id"":1,""confidence"":0.7344398498535156,""J"":0.5494851988728963,""F"":0.5405677059405315,""J_and_F"":0.5450264524067139},{""track_id"":2,""confidence"":0.6640419960021973,""J"":0.08385016116625287,""F"":0.07326782182016356,""J_and_F"":0.07855899149320822}]"
long_rvos/41c5109249/1/0/raw_expression,long_rvos,41c5109249,1,0,static,A woman with short hair wearing a black spaghetti-strap top with her friends,raw_expression,A woman with short hair wearing a black spaghetti-strap top with her friends,2,0,0.8591711556016226,0.8347647650044516,0.8469679603030371,1,1,1,"[{""track_id"":0,""confidence"":0.949367105960846,""J"":0.8591711556016226,""F"":0.8347647650044516,""J_and_F"":0.8469679603030371},{""track_id"":1,""confidence"":0.7037037014961243,""J"":0.015625,""F"":0.015625,""J_and_F"":0.015625}]"
long_rvos/41c5109249/1/0/concept,long_rvos,41c5109249,1,0,static,A woman with short hair wearing a black spaghetti-strap top with her friends,concept,woman,15,2,0.8602475199423056,0.8385981962098679,0.8494228580760868,1,1,1,"[{""track_id"":0,""confidence"":0.8048780560493469,""J"":0.04721690204156399,""F"":0.1090229837430134,""J_and_F"":0.0781199428922887},{""track_id"":1,""confidence"":0.7419355511665344,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":2,""confidence"":0.9179486632347107,""J"":0.8602475199423056,""F"":0.8385981962098679,""J_and_F"":0.8494228580760868},{""track_id"":4,""confidence"":0.7037037014961243,""J"":0.06251882429693933,""F"":0.06814712899526423,""J_and_F"":0.06533297664610178},{""track_id"":5,""confidence"":0.6995305418968201,""J"":0.06253381385867277,""F"":0.07086738058061129,""J_and_F"":0.06670059721964203},{""track_id"":6,""confidence"":0.6604774594306946,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":7,""confidence"":0.6995305418968201,""J"":0.015625,""F"":0.015625,""J_and_F"":0.015625},{""track_id"":8,""confidence"":0.6908212304115295,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":9,""confidence"":0.6640419960021973,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":10,""confidence"":0.7655677795410156,""J"":0.0625304292953166,""F"":0.06467136029711541,""J_and_F"":0.063600894796216},{""track_id"":11,""confidence"":0.6640419960021973,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":12,""confidence"":0.7575758099555969,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":13,""confidence"":0.7815700173377991,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":14,""confidence"":0.7064220309257507,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":15,""confidence"":0.8083832263946533,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625}]"
long_rvos/41c5109249/1/0/qwen_concept,long_rvos,41c5109249,1,0,static,A woman with short hair wearing a black spaghetti-strap top with her friends,qwen_concept,woman,15,2,0.8602475199423056,0.8385981962098679,0.8494228580760868,1,1,1,"[{""track_id"":0,""confidence"":0.8048780560493469,""J"":0.04721690204156399,""F"":0.1090229837430134,""J_and_F"":0.0781199428922887},{""track_id"":1,""confidence"":0.7419355511665344,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":2,""confidence"":0.9179486632347107,""J"":0.8602475199423056,""F"":0.8385981962098679,""J_and_F"":0.8494228580760868},{""track_id"":4,""confidence"":0.7037037014961243,""J"":0.06251882429693933,""F"":0.06814712899526423,""J_and_F"":0.06533297664610178},{""track_id"":5,""confidence"":0.6995305418968201,""J"":0.06253381385867277,""F"":0.07086738058061129,""J_and_F"":0.06670059721964203},{""track_id"":6,""confidence"":0.6604774594306946,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":7,""confidence"":0.6995305418968201,""J"":0.015625,""F"":0.015625,""J_and_F"":0.015625},{""track_id"":8,""confidence"":0.6908212304115295,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":9,""confidence"":0.6640419960021973,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":10,""confidence"":0.7655677795410156,""J"":0.0625304292953166,""F"":0.06467136029711541,""J_and_F"":0.063600894796216},{""track_id"":11,""confidence"":0.6640419960021973,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":12,""confidence"":0.7575758099555969,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625},{""track_id"":13,""confidence"":0.7815700173377991,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":14,""confidence"":0.7064220309257507,""J"":0.046875,""F"":0.046875,""J_and_F"":0.046875},{""track_id"":15,""confidence"":0.8083832263946533,""J"":0.0625,""F"":0.0625,""J_and_F"":0.0625}]"
long_rvos/20eaede0fb/2/5/raw_expression,long_rvos,20eaede0fb,2,5,dynamic,"The vehicle drives over, then turns and drives away.",raw_expression,"The vehicle drives over, then turns and drives away.",0,,0.0,0.0,0.0,0,0,0,[]
long_rvos/20eaede0fb/2/5/concept,long_rvos,20eaede0fb,2,5,dynamic,"The vehicle drives over, then turns and drives away.",concept,vehicle,4,0,0.609375,0.609375,0.609375,1,1,0,"[{""track_id"":0,""confidence"":0.6717948913574219,""J"":0.609375,""F"":0.609375,""J_and_F"":0.609375},{""track_id"":1,""confidence"":-2499.496153831482,""J"":0.5625,""F"":0.5625,""J_and_F"":0.5625},{""track_id"":2,""confidence"":0.6831682920455933,""J"":0.421875,""F"":0.421875,""J_and_F"":0.421875},{""track_id"":3,""confidence"":0.6521739363670349,""J"":0.328125,""F"":0.328125,""J_and_F"":0.328125}]"
long_rvos/20eaede0fb/2/5/qwen_concept,long_rvos,20eaede0fb,2,5,dynamic,"The vehicle drives over, then turns and drives away.",qwen_concept,vehicle,4,0,0.609375,0.609375,0.609375,1,1,0,"[{""track_id"":0,""confidence"":0.6717948913574219,""J"":0.609375,""F"":0.609375,""J_and_F"":0.609375},{""track_id"":1,""confidence"":-2499.496153831482,""J"":0.5625,""F"":0.5625,""J_and_F"":0.5625},{""track_id"":2,""confidence"":0.6831682920455933,""J"":0.421875,""F"":0.421875,""J_and_F"":0.421875},{""track_id"":3,""confidence"":0.6521739363670349,""J"":0.328125,""F"":0.328125,""J_and_F"":0.328125}]"
long_rvos/20eaede0fb/2/8/raw_expression,long_rvos,20eaede0fb,2,8,hybrid,"A black four-wheeled vehicle near the wall, drives over, turns, and drives away.",raw_expression,"A black four-wheeled vehicle near the wall, drives over, turns, and drives away.",0,,0.0,0.0,0.0,0,0,0,[]
long_rvos/20eaede0fb/2/8/concept,long_rvos,20eaede0fb,2,8,hybrid,"A black four-wheeled vehicle near the wall, drives over, turns, and drives away.",concept,black four wheeled vehicle,0,,0.0,0.0,0.0,0,0,0,[]
long_rvos/20eaede0fb/2/8/qwen_concept,long_rvos,20eaede0fb,2,8,hybrid,"A black four-wheeled vehicle near the wall, drives over, turns, and drives away.",qwen_concept,vehicle,4,0,0.609375,0.609375,0.609375,1,1,0,"[{""track_id"":0,""confidence"":0.6717948913574219,""J"":0.609375,""F"":0.609375,""J_and_F"":0.609375},{""track_id"":1,""confidence"":-2499.496153831482,""J"":0.5625,""F"":0.5625,""J_and_F"":0.5625},{""track_id"":2,""confidence"":0.6831682920455933,""J"":0.421875,""F"":0.421875,""J_and_F"":0.421875},{""track_id"":3,""confidence"":0.6521739363670349,""J"":0.328125,""F"":0.328125,""J_and_F"":0.328125}]"
long_rvos/20eaede0fb/2/4/raw_expression,long_rvos,20eaede0fb,2,4,static,A black four-wheeled vehicle next to the wall.,raw_expression,A black four-wheeled vehicle next to the wall.,0,,0.0,0.0,0.0,0,0,0,[]
long_rvos/20eaede0fb/2/4/concept,long_rvos,20eaede0fb,2,4,static,A black four-wheeled vehicle next to the wall.,concept,black four wheeled vehicle,0,,0.0,0.0,0.0,0,0,0,[]
long_rvos/20eaede0fb/2/4/qwen_concept,long_rvos,20eaede0fb,2,4,static,A black four-wheeled vehicle next to the wall.,qwen_concept,vehicle,4,0,0.609375,0.609375,0.609375,1,1,0,"[{""track_id"":0,""confidence"":0.6717948913574219,""J"":0.609375,""F"":0.609375,""J_and_F"":0.609375},{""track_id"":1,""confidence"":-2499.496153831482,""J"":0.5625,""F"":0.5625,""J_and_F"":0.5625},{""track_id"":2,""confidence"":0.6831682920455933,""J"":0.421875,""F"":0.421875,""J_and_F"":0.421875},{""track_id"":3,""confidence"":0.6521739363670349,""J"":0.328125,""F"":0.328125,""J_and_F"":0.328125}]"
long_rvos/b5c9c04bf9/5/3/raw_expression,long_rvos,b5c9c04bf9,5,3,dynamic,Women walking back and forth on the sidelines.,raw_expression,Women walking back and forth on the sidelines.,0,,0.0,0.0,0.0,0,0,0,[]
long_rvos/b5c9c04bf9/5/3/concept,long_rvos,b5c9c04bf9,5,3,dynamic,Women walking back and forth on the sidelines.,concept,Women,9,2,0.8295524053167432,0.8642882218559989,0.846920313586371,1,1,1,"[{""track_id"":0,""confidence"":0.6831682920455933,""J"":0.043177356360168694,""F"":0.046875,""J_and_F"":0.04502617818008435},{""track_id"":1,""confidence"":0.6831682920455933,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":2,""confidence"":0.7064220309257507,""J"":0.8295524053167432,""F"":0.8642882218559989,""J_and_F"":0.846920313586371},{""track_id"":3,""confidence"":0.6521739363670349,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.675126850605011,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":5,""confidence"":0.675126850605011,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":6,""confidence"":0.7142857313156128,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":7,""confidence"":0.7037037014961243,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":8,""confidence"":-2499.4701834768057,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/b5c9c04bf9/5/3/qwen_concept,long_rvos,b5c9c04bf9,5,3,dynamic,Women walking back and forth on the sidelines.,qwen_concept,Women,9,2,0.8295524053167432,0.8642882218559989,0.846920313586371,1,1,1,"[{""track_id"":0,""confidence"":0.6831682920455933,""J"":0.043177356360168694,""F"":0.046875,""J_and_F"":0.04502617818008435},{""track_id"":1,""confidence"":0.6831682920455933,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":2,""confidence"":0.7064220309257507,""J"":0.8295524053167432,""F"":0.8642882218559989,""J_and_F"":0.846920313586371},{""track_id"":3,""confidence"":0.6521739363670349,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.675126850605011,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":5,""confidence"":0.675126850605011,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":6,""confidence"":0.7142857313156128,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":7,""confidence"":0.7037037014961243,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":8,""confidence"":-2499.4701834768057,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/b5c9c04bf9/5/7/raw_expression,long_rvos,b5c9c04bf9,5,7,hybrid,A woman with blonde hair in a white top standing off the court gives instructions.,raw_expression,A woman with blonde hair in a white top standing off the court gives instructions.,5,3,0.4304000244964361,0.44668043437373395,0.438540229435085,1,0,0,"[{""track_id"":0,""confidence"":0.8476190567016602,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":1,""confidence"":-2499.373076915741,""J"":0.05771807640339816,""F"":0.062428977272727275,""J_and_F"":0.06007352683806272},{""track_id"":2,""confidence"":0.8241757750511169,""J"":0.41190335853422266,""F"":0.42853839375398994,""J_and_F"":0.4202208761441063},{""track_id"":3,""confidence"":0.921951174736023,""J"":0.4304000244964361,""F"":0.44668043437373395,""J_and_F"":0.438540229435085},{""track_id"":4,""confidence"":-10000.0,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/b5c9c04bf9/5/7/concept,long_rvos,b5c9c04bf9,5,7,hybrid,A woman with blonde hair in a white top standing off the court gives instructions.,concept,woman,16,12,0.2641998001191444,0.2771439199012979,0.27067186001022114,0,0,0,"[{""track_id"":0,""confidence"":0.7264957427978516,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":1,""confidence"":0.7655677795410156,""J"":8.845174073025757e-07,""F"":0.0001948296248521982,""J_and_F"":9.785707112975039e-05},{""track_id"":2,""confidence"":0.6521739363670349,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":0.7500000596046448,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7460317611694336,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":5,""confidence"":-2499.3818681687117,""J"":0.05781846715030762,""F"":0.06072302209929536,""J_and_F"":0.05927074462480149},{""track_id"":6,""confidence"":0.7387754917144775,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":7,""confidence"":0.6908212304115295,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":8,""confidence"":0.6559139490127563,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":11,""confidence"":0.719298243522644,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":12,""confidence"":0.7655677795410156,""J"":0.2641998001191444,""F"":0.2771439199012979,""J_and_F"":0.27067186001022114},{""track_id"":13,""confidence"":0.7344398498535156,""J"":0.00018730642834015456,""F"":0.007843034887177748,""J_and_F"":0.004015170657758952},{""track_id"":14,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":15,""confidence"":0.7229437232017517,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":16,""confidence"":0.6908212304115295,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":17,""confidence"":0.7064220309257507,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/b5c9c04bf9/5/7/qwen_concept,long_rvos,b5c9c04bf9,5,7,hybrid,A woman with blonde hair in a white top standing off the court gives instructions.,qwen_concept,woman with blonde hair in a white top,2,1,0.8547580568515238,0.894731595407964,0.8747448261297439,1,1,1,"[{""track_id"":0,""confidence"":-2499.44917011261,""J"":0.05727523640245133,""F"":0.061329845814977975,""J_and_F"":0.05930254110871465},{""track_id"":1,""confidence"":0.6640419960021973,""J"":0.8547580568515238,""F"":0.894731595407964,""J_and_F"":0.8747448261297439}]"
long_rvos/b5c9c04bf9/5/2/raw_expression,long_rvos,b5c9c04bf9,5,2,static,"A woman wearing a white top and having blonde hair, standing off the court.",raw_expression,"A woman wearing a white top and having blonde hair, standing off the court.",4,3,0.4301542807929184,0.4464056051859204,0.4382799429894194,1,0,0,"[{""track_id"":0,""confidence"":0.8324607610702515,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":1,""confidence"":-2499.361111089587,""J"":0.05769427025742295,""F"":0.062428815489749434,""J_and_F"":0.06006154287358619},{""track_id"":2,""confidence"":0.6800000071525574,""J"":0.4248032517080453,""F"":0.4435703488529983,""J_and_F"":0.4341868002805218},{""track_id"":3,""confidence"":0.9336099624633789,""J"":0.4301542807929184,""F"":0.4464056051859204,""J_and_F"":0.4382799429894194}]"
long_rvos/b5c9c04bf9/5/2/concept,long_rvos,b5c9c04bf9,5,2,static,"A woman wearing a white top and having blonde hair, standing off the court.",concept,woman,16,12,0.2641998001191444,0.2771439199012979,0.27067186001022114,0,0,0,"[{""track_id"":0,""confidence"":0.7264957427978516,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":1,""confidence"":0.7655677795410156,""J"":8.845174073025757e-07,""F"":0.0001948296248521982,""J_and_F"":9.785707112975039e-05},{""track_id"":2,""confidence"":0.6521739363670349,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":0.7500000596046448,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7460317611694336,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":5,""confidence"":-2499.3818681687117,""J"":0.05781846715030762,""F"":0.06072302209929536,""J_and_F"":0.05927074462480149},{""track_id"":6,""confidence"":0.7387754917144775,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":7,""confidence"":0.6908212304115295,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":8,""confidence"":0.6559139490127563,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":11,""confidence"":0.719298243522644,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":12,""confidence"":0.7655677795410156,""J"":0.2641998001191444,""F"":0.2771439199012979,""J_and_F"":0.27067186001022114},{""track_id"":13,""confidence"":0.7344398498535156,""J"":0.00018730642834015456,""F"":0.007843034887177748,""J_and_F"":0.004015170657758952},{""track_id"":14,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":15,""confidence"":0.7229437232017517,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":16,""confidence"":0.6908212304115295,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":17,""confidence"":0.7064220309257507,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/b5c9c04bf9/5/2/qwen_concept,long_rvos,b5c9c04bf9,5,2,static,"A woman wearing a white top and having blonde hair, standing off the court.",qwen_concept,woman,16,12,0.2641998001191444,0.2771439199012979,0.27067186001022114,0,0,0,"[{""track_id"":0,""confidence"":0.7264957427978516,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":1,""confidence"":0.7655677795410156,""J"":8.845174073025757e-07,""F"":0.0001948296248521982,""J_and_F"":9.785707112975039e-05},{""track_id"":2,""confidence"":0.6521739363670349,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":3,""confidence"":0.7500000596046448,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":4,""confidence"":0.7460317611694336,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":5,""confidence"":-2499.3818681687117,""J"":0.05781846715030762,""F"":0.06072302209929536,""J_and_F"":0.05927074462480149},{""track_id"":6,""confidence"":0.7387754917144775,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":7,""confidence"":0.6908212304115295,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":8,""confidence"":0.6559139490127563,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":11,""confidence"":0.719298243522644,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":12,""confidence"":0.7655677795410156,""J"":0.2641998001191444,""F"":0.2771439199012979,""J_and_F"":0.27067186001022114},{""track_id"":13,""confidence"":0.7344398498535156,""J"":0.00018730642834015456,""F"":0.007843034887177748,""J_and_F"":0.004015170657758952},{""track_id"":14,""confidence"":null,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":15,""confidence"":0.7229437232017517,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":16,""confidence"":0.6908212304115295,""J"":0.0,""F"":0.0,""J_and_F"":0.0},{""track_id"":17,""confidence"":0.7064220309257507,""J"":0.0,""F"":0.0,""J_and_F"":0.0}]"
long_rvos/5c0c9c0098/3/9/raw_expression,long_rvos,5c0c9c0098,3,9,dynamic,"A man stands on the side of the stage, wearing an employee badge on his chest, watching the man standing on the stage.",raw_expression,"A man stands on the side of the stage, wearing an employee badge on his chest, watching the man standing on the stage.",0,,0.0,0.0,0.0,0,0,0,[]
long_rvos/5c0c9c0098/3/9/concept,long_rvos,5c0c9c0098,3,9,dynamic,"A man stands on the side of the stage, wearing an employee badge on his chest, watching the man standing on the stage.",concept,man,12,12,0.6033106279443627,0.6016140643600353,0.602462346152199,1,1,0,"[{""track_id"":0,""confidence"":0.921951174736023,""J"":1.3873179029532026e-05,""F"":0.015905349018351077,""J_and_F"":0.007959611098690304},{""track_id"":1,""confidence"":0.6640419960021973,""J"":0.546875,""F"":0.546875,""J_and_F"":0.546875},{""track_id"":2,""confidence"":0.827957034111023,""J"":0.515625,""F"":0.515625,""J_and_F"":0.515625},{""track_id"":3,""confidence"":0.8750000596046448,""J"":0.515625,""F"":0.515625,""J_and_F"":0.515625},{""track_id"":4,""confidence"":0.7142857313156128,""J"":0.515625,""F"":0.515625,""J_and_F"":0.515625},{""track_id"":5,""confidence"":0.8160918951034546,""J"":0.5156253467060155,""F"":0.5157374972845483,""J_and_F"":0.5156814219952819},{""track_id"":8,""confidence"":0.7770034670829773,""J"":0.515625,""F"":0.515625,""J_and_F"":0.515625},{""track_id"":9,""confidence"":0.6521739363670349,""J"":0.515625,""F"":0.515625,""J_and_F"":0.515625},{""track_id"":11,""confidence"":0.7460317611694336,""J"":0.5312511995240289,""F"":0.545846823355084,""J_and_F"":0.5385490114395565},{""track_id"":12,""confidence"":0.6952381134033203,""J"":0.6033106279443627,""F"":0.6016140643600353,""J_and_F"":0.602462346152199},{""track_id"":13,""confidence"":0.7575758099555969,""J"":0.5469098772321428,""F"":0.5500905106707317,""J_and_F"":0.5485001939514372},{""track_id"":15,""confidence"":0.7387754917144775,""J"":0.546875,""F"":0.546875,""J_and_F"":0.546875}]"
